customer_id,name,email,phone,location,signup_date,is_premium,preferred_cuisine,total_orders,average_rating
fba2e5ce-07a7-47c0-b1f5-b4594e03cdab,Isaac Keer,isaac_keer@gmail.com,+913794150877,Katni,2022-04-18,False,Asian,85,4.36
9a1548cc-926f-48b5-acfd-564771bab2a6,Raksha D’Alia,raksha_d’alia@gmail.com,08277163850,Guntur,2023-08-05,True,Asian,30,3.56
2500bdf8-eb21-4d54-8ee7-039f9f9736ab,Vaishnavi Tripathi,vaishnavi_tripathi@gmail.com,+915716332392,Machilipatnam,2023-12-07,False,Italian,86,3.57
77ac7718-255d-4da3-bb11-5eed45100a51,Anay Parmar,anay_parmar@gmail.com,+913685632294,Bathinda,2023-09-16,True,Mexican,52,3.03
c40f384e-b86a-44cb-9d9e-ccfd8da5f4d6,Laban Dave,laban_dave@gmail.com,+912058730700,Srinagar,2024-07-18,True,Mexican,14,3.75
2a3af6e1-0b03-44c1-9bb5-a585418b5907,Vihaan Jha,vihaan_jha@gmail.com,+911648131783,Malegaon,2021-06-30,False,Asian,39,3.54
5e46a838-a970-4f93-8a90-14958da92916,Rudra Sama,rudra_sama@gmail.com,+916479861952,Aurangabad,2022-04-27,False,Indo-Chinese,31,4.89
80cdbfd0-af10-41dd-81f3-751889c4931b,Christopher Purohit,christopher_purohit@gmail.com,5980753759,Maheshtala,2021-08-16,False,Chinese,55,4.24
8ce131b3-53a8-4481-bdeb-96f1d81ea53d,Mason Shroff,mason_shroff@gmail.com,0847541794,Rampur,2022-07-30,False,Chinese,46,3.06
3c4df340-22e4-42cd-9067-e24d2458c2bb,Onveer Mangal,onveer_mangal@gmail.com,0104106911,Bhiwani,2020-02-18,False,Italian,62,3.26
bce90553-98a2-402f-b0a5-91c37c76f230,Yug Guha,yug_guha@gmail.com,00046294896,Ramagundam,2020-02-27,False,Indo-Chinese,49,3.45
c31d22ed-2afc-4cd7-81ea-11a52a134bcb,Shaurya Ahluwalia,shaurya_ahluwalia@gmail.com,7682832096,Ajmer,2020-09-03,True,Chinese,24,4.52
b2c531bb-6a0b-4dea-bec5-24fc8c702bb0,Om Thaman,om_thaman@gmail.com,6064442460,Munger,2020-08-24,False,Indo-Chinese,41,4.52
ef4b06f1-3ffb-4067-a1b6-03875f415a7b,Mugdha Sarkar,mugdha_sarkar@gmail.com,02225582259,Kavali,2022-10-30,True,Indian,68,3.0
e41d3acf-f9b0-4139-85dc-112c84d5134a,Nimrat Dash,nimrat_dash@gmail.com,04871080270,Rourkela,2023-11-22,True,Mexican,1,3.46
e6b39c58-cf65-4362-8ed1-bbe6f0e8ff8c,Meghana Hayre,meghana_hayre@gmail.com,08439034658,Amravati,2020-08-21,True,Indian,8,3.24
bdd1a29c-bbbc-4e5f-a972-b064aeb64f4a,Aarna Barad,aarna_barad@gmail.com,5038536318,Bhopal,2022-02-24,True,Mexican,25,4.93
7cf0c107-d25f-4f85-bf65-650bea239bb5,Yuvraj Bassi,yuvraj_bassi@gmail.com,+919377871422,Tiruppur,2023-09-23,True,Asian,53,4.78
595f5d16-664d-400b-bfab-83bda77bc28f,Zayan Krishnamurthy,zayan_krishnamurthy@gmail.com,07787547972,Bhubaneswar,2021-11-20,False,Asian,21,3.48
c70395b0-012b-4841-a29a-98c93d10bd94,Rohan Nagy,rohan_nagy@gmail.com,+918312644272,Mehsana,2021-10-21,True,Chinese,78,3.52
13c59c3a-19dc-4ac1-bb41-0436a9ea7da5,Frederick Yohannan,frederick_yohannan@gmail.com,4454668119,Tinsukia,2022-07-12,True,Asian,79,4.09
c1416494-071a-484c-a297-96dd93352a22,Isaiah Dani,isaiah_dani@gmail.com,01861888853,Sri Ganganagar,2022-01-10,False,Indian,2,4.15
4e2eeed2-9ee7-4175-b18f-b98be2002e24,Bhanumati Johal,bhanumati_johal@gmail.com,01691387434,Nadiad,2024-11-23,False,Indian,20,3.24
76a0016b-f576-483c-9009-f5bf94e4da24,Laban Mannan,laban_mannan@gmail.com,+916249096591,Gandhinagar,2021-09-09,True,Indo-Chinese,35,3.72
e8251fca-4afc-42e5-90c4-3d651dfb0362,Samuel Lad,samuel_lad@gmail.com,05651840137,Bareilly,2022-07-03,True,Chinese,18,4.15
308bf711-e3ef-4d5d-8c04-cb8f9b1d87c5,Abha Natarajan,abha_natarajan@gmail.com,0715585208,Gopalpur,2023-09-22,False,Indo-Chinese,53,4.22
b25839c2-017f-40fa-a7c3-3ba62f6f23bf,Praneel Bhasin,praneel_bhasin@gmail.com,5537076818,Saharsa,2020-02-25,True,Asian,99,4.03
72ef1256-0780-4429-9301-738f63d115ea,Geetika Pillai,geetika_pillai@gmail.com,+911795718489,Bidhannagar,2024-06-17,True,Asian,13,4.71
934d1cb4-e956-4ed5-8d48-c2857fdcbe94,Ethan Venkataraman,ethan_venkataraman@gmail.com,4558289632,Pallavaram,2022-01-23,False,Mexican,61,3.0
9fdd0454-7b76-4033-8e09-5cda3f4ed81c,Nikita Dube,nikita_dube@gmail.com,4231403262,Sikar,2022-06-21,False,Asian,96,4.05
993fbe7b-ad37-435e-9f37-0517b04f8085,Jagrati Garg,jagrati_garg@gmail.com,+910919989285,Pallavaram,2020-03-29,False,Asian,23,4.62
7d40b0a5-1295-4651-8669-55ee8de2cf61,Siddharth Barad,siddharth_barad@gmail.com,00072315107,Eluru,2022-06-13,False,Indo-Chinese,91,3.9
f05d300d-2935-4899-8de5-d4df5ba33599,Omisha Mani,omisha_mani@gmail.com,7725064004,Firozabad,2023-10-08,True,Mexican,41,4.21
7a46392c-37a2-4713-9015-8118195b5995,Kashish Gandhi,kashish_gandhi@gmail.com,4170349459,Kozhikode,2022-07-18,True,Mexican,25,3.16
4329ca6a-3103-4736-a4ab-0f522072ba02,Neelima Murty,neelima_murty@gmail.com,8325930464,Begusarai,2022-06-10,False,Italian,18,3.06
6321ef14-a1f3-4b9a-9b03-a1f05d9b2b74,Timothy Sandhu,timothy_sandhu@gmail.com,+913712452649,Dibrugarh,2024-04-09,False,Italian,15,3.57
9411fe38-6946-4c2f-82ec-53ed28a154df,Umang Batra,umang_batra@gmail.com,1224214136,Durgapur,2024-08-04,True,Indian,43,4.04
3504fe63-cffc-4f44-86bd-f62d5fed975a,Ishita Naik,ishita_naik@gmail.com,0565083051,New Delhi,2024-11-21,False,Mexican,33,4.1
7d22c71c-0121-47b4-8f33-36f8ad8ad088,Unni Sood,unni_sood@gmail.com,+911024160396,Avadi,2022-06-09,False,Asian,17,3.48
69dbe7db-1508-437e-ae8c-29ec0d05a625,Aarush Sur,aarush_sur@gmail.com,+916444745409,Mangalore,2023-03-04,True,Mexican,23,4.8
3b1da34d-e4bb-4e36-b506-8490cb9842c8,Matthew Sheth,matthew_sheth@gmail.com,6083684204,Delhi,2022-04-27,False,Indian,21,3.91
447f02fa-3235-43fc-bb4d-41d585859b1c,Yatin Wason,yatin_wason@gmail.com,08048717746,Tumkur,2020-11-18,False,Indo-Chinese,16,4.4
d819f7ce-990a-4d92-bb6f-a099dd4703d5,Nihal Baria,nihal_baria@gmail.com,01308024448,Vellore,2021-12-20,True,Mexican,99,4.91
31012f61-6011-48c1-a752-f84f4168e18b,Liam Datta,liam_datta@gmail.com,3889729536,Karimnagar,2020-01-24,True,Indo-Chinese,28,4.36
9671aae4-3d4a-4add-b732-b3b44bea9e48,Triveni Barad,triveni_barad@gmail.com,07090097525,Dhule,2023-07-04,True,Asian,37,4.4
daf72c85-66d9-492e-9080-02eb4a786b2b,Anya Dara,anya_dara@gmail.com,+915804975917,Ambarnath,2021-12-25,False,Mexican,73,3.59
28df09d7-fac2-4941-bca1-a7fa2cd80bfa,Devika Sani,devika_sani@gmail.com,+912466780257,Gopalpur,2021-04-05,False,Asian,39,4.63
2fe0b910-c8ad-4cc8-985c-c924838bee07,Yutika Gokhale,yutika_gokhale@gmail.com,+915288911786,Khora ,2023-03-16,True,Indian,48,4.01
2c021b06-2008-4233-a616-e7d75c2e0df9,Tanveer Banik,tanveer_banik@gmail.com,7861087035,Satara,2024-10-05,False,Indo-Chinese,12,3.99
c403f36c-a01b-4624-9117-21c56e65f9c9,Yamini Narang,yamini_narang@gmail.com,08946404003,Bardhaman,2023-10-07,True,Mexican,99,4.65
eaa2cde5-60eb-4baf-9ca8-dc11ad110f08,Vritti Thaker,vritti_thaker@gmail.com,05343179628,Navi Mumbai,2021-08-27,False,Italian,97,3.53
c7fd8be3-e568-4c16-a2c2-141495a05d73,George Karnik,george_karnik@gmail.com,02796153666,Ajmer,2022-02-18,False,Italian,63,4.9
23a85467-2e25-4f02-bd10-fac0f0283200,Pushti Gera,pushti_gera@gmail.com,+919480925206,Asansol,2024-08-19,True,Mexican,55,3.79
afca8046-dddf-4d61-a9f6-cb83bb426472,Bhavya Brahmbhatt,bhavya_brahmbhatt@gmail.com,6894707978,Jabalpur,2023-02-14,True,Italian,4,4.51
5cf9413f-7c2c-46cb-8b06-34cf7fda5354,Yadavi Kota,yadavi_kota@gmail.com,9309328749,Bulandshahr,2023-02-02,True,Chinese,86,3.99
cba05b94-5d71-44dd-8662-595b3a9edf94,Baljiwan Parikh,baljiwan_parikh@gmail.com,+910154940114,Indore,2020-03-04,False,Italian,49,4.49
8489da1a-c743-4f9c-9c2c-94ab58454446,Netra Dash,netra_dash@gmail.com,09152855496,Rajkot,2021-04-27,False,Italian,10,3.52
c25e9335-c78b-47cb-9640-14f6f0e76bd7,Ijaya Sane,ijaya_sane@gmail.com,6257278525,Sagar,2022-05-29,True,Chinese,56,4.19
9b459b5f-d080-4064-b8cb-68e7bd4d1de2,Darsh Bhatt,darsh_bhatt@gmail.com,02944072858,Sultan Pur Majra,2023-02-28,True,Italian,3,3.14
893aba8f-de5d-4f07-b691-68c0b9ef7a86,Ati Sama,ati_sama@gmail.com,06638981991,Gopalpur,2021-10-19,False,Asian,39,4.08
0d1c5ce1-9b0e-493d-b63a-181cd6589360,Kalpit Khanna,kalpit_khanna@gmail.com,+914481439956,Panipat,2022-05-22,False,Italian,60,4.07
2bea7fad-8639-4b0b-875f-6db8926e4293,Pranit Pillai,pranit_pillai@gmail.com,+910049717462,Panvel,2024-03-10,False,Indo-Chinese,32,3.7
58d8735b-a969-423d-bd2e-4ac61ad6a2b4,Vanya Mohanty,vanya_mohanty@gmail.com,02870085639,Shimoga,2021-01-10,True,Chinese,35,3.77
92f99716-1d4e-46e2-a339-2df366af036c,Vedhika Venkataraman,vedhika_venkataraman@gmail.com,+910666023046,Tiruvottiyur,2022-03-03,False,Chinese,49,3.69
407f71fa-e569-4314-a3fa-322d4454d47f,Rehaan Agrawal,rehaan_agrawal@gmail.com,00469327269,Faridabad,2024-01-17,True,Indian,61,4.0
85a8eb22-e391-47db-b5ff-dddda0deb457,Rayaan Chokshi,rayaan_chokshi@gmail.com,5867554753,Pallavaram,2022-10-29,True,Asian,22,3.5
e3c96b47-748c-43e7-9653-4c98e5b38883,Aarush Contractor,aarush_contractor@gmail.com,8189766269,Thoothukudi,2021-06-03,True,Italian,84,3.13
93be80a3-5da7-4bd0-8729-2bd90945da74,Charan Badal,charan_badal@gmail.com,08838307000,Sasaram,2022-10-25,False,Italian,28,3.13
4cc66c06-af44-4688-9ff7-46c9e6849b45,Lohit Din,lohit_din@gmail.com,08828697698,Phagwara,2020-05-19,False,Indo-Chinese,22,4.08
72497616-130a-4920-93ac-680a3610936e,Elijah Bobal,elijah_bobal@gmail.com,09766255974,Kolhapur,2021-04-02,True,Chinese,4,4.39
a8f55df1-437b-4c78-9089-ab61aaa9ac33,Zansi Narula,zansi_narula@gmail.com,7511453841,Surat,2022-08-24,True,Indian,52,4.17
2f7fdf1a-a73b-41d1-8c90-b38dcf7a2e68,Aarna Chaudhry,aarna_chaudhry@gmail.com,+914692160523,Bhimavaram,2021-05-11,False,Italian,68,3.78
752700b9-225d-49f7-9351-1a69afa9ef00,Pranit Bandi,pranit_bandi@gmail.com,07714155664,Erode,2020-07-16,True,Asian,63,3.25
b59320d3-d69b-49c5-ab10-31017beb5d5a,Thomas Krishna,thomas_krishna@gmail.com,01827317502,Nadiad,2022-04-14,False,Asian,61,4.04
29538ad3-0593-4e0d-94cf-ac1519b471d1,Veer Hans,veer_hans@gmail.com,08855696759,Erode,2022-04-15,False,Indo-Chinese,26,4.91
a5408499-47f6-4869-a0a8-b9f124f65a0c,Anamika Desai,anamika_desai@gmail.com,7512431066,Purnia,2024-10-01,False,Indo-Chinese,3,3.95
7092e6e8-16a1-43ea-b7e7-7454aa19c8fb,Yashodhara Magar,yashodhara_magar@gmail.com,0262818500,Bongaigaon,2024-08-20,False,Chinese,72,3.94
de914553-e45c-403f-96c1-8e5b472c88bc,Tanay Pradhan,tanay_pradhan@gmail.com,02860473270,Navi Mumbai,2022-09-18,False,Italian,65,4.07
073627f2-352c-455c-924f-a26befdadfc8,Michael Saraf,michael_saraf@gmail.com,+910309657645,Tadipatri,2023-10-17,True,Mexican,1,3.33
991b6365-859f-470d-b152-48ec6ffda0da,Simon Butala,simon_butala@gmail.com,+917798165124,Gudivada,2024-08-21,True,Mexican,67,4.9
50cec675-e745-4304-9115-4cc51ce8bd16,Kiaan Mitter,kiaan_mitter@gmail.com,+911341455162,Aurangabad,2021-10-10,True,Indo-Chinese,51,4.47
